rank,trial_id,split,class,cluster,cluster_majority_class,cluster_mismatch,outlier_score,selected_frame_index,stability_score,pc1,pc2
120,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_235131.csv,val,50ml,3,50ml,0,1.540296,10,22.960159,-2.799848,2.879109
121,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232444.csv,train,15ml,0,50ml,1,1.538002,10,23.890757,-2.394702,10.813217
122,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232445.csv,train,15ml,0,50ml,1,1.485579,8,23.727600,-2.401419,10.868199
123,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232452.csv,val,15ml,0,50ml,1,1.459713,18,23.786230,-1.423037,10.853527
124,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232455.csv,train,15ml,0,50ml,1,1.428369,7,20.979246,-1.424823,10.858729
125,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232446.csv,val,15ml,0,50ml,1,1.403039,1,23.296978,-2.480576,10.959247
126,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232459.csv,val,15ml,0,50ml,1,1.375895,7,22.729412,-1.776041,11.005272
127,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232442.csv,test,15ml,0,50ml,1,1.362481,5,23.511631,-2.445616,10.819228
128,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232451.csv,train,15ml,0,50ml,1,1.348270,12,22.433262,-1.473451,10.771849
129,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_235122.csv,train,50ml,3,50ml,0,1.328437,3,21.589209,-2.612346,2.804597
130,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232456.csv,train,15ml,0,50ml,1,1.311639,18,21.976812,-1.826829,10.655572
131,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232450.csv,test,15ml,0,50ml,1,1.282900,19,22.351593,-1.491062,10.604342
132,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232457.csv,train,15ml,0,50ml,1,1.247310,16,22.816629,-1.634385,10.724723
133,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232110.csv,train,15ml,0,50ml,1,1.238370,0,23.295862,-2.462567,10.323298
134,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232104.csv,train,15ml,0,50ml,1,1.207032,0,22.704348,-2.530340,10.122389
135,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230841.csv,train,100ml,1,15ml,1,1.198267,8,23.528223,-3.157763,-0.902418
136,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232454.csv,val,15ml,0,50ml,1,1.181613,7,22.680407,-1.496032,10.799976
137,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232458.csv,train,15ml,0,50ml,1,1.170943,11,21.504581,-1.889976,10.730186
138,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232105.csv,train,15ml,0,50ml,1,1.161109,21,23.116426,-2.411028,10.271956
139,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232112.csv,test,15ml,0,50ml,1,1.156402,11,23.647018,-2.444549,10.332717
140,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232021.csv,train,15ml,1,15ml,0,1.147408,15,23.533552,-4.382287,-1.809048
141,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232111.csv,train,15ml,0,50ml,1,1.145754,0,21.746078,-2.382078,10.313508
142,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234623.csv,train,50ml,3,50ml,0,1.143898,22,22.490992,-2.515796,3.313317
143,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232011.csv,test,15ml,1,15ml,0,1.135503,19,22.990175,-4.085938,-1.795339
144,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232108.csv,val,15ml,0,50ml,1,1.115671,3,22.513794,-2.454020,10.335456
145,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234518.csv,train,50ml,2,50ml,0,1.115078,13,23.571451,-3.702016,-5.569727
146,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232449.csv,val,15ml,0,50ml,1,1.115020,17,21.603745,-1.456180,10.512431
147,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232020.csv,train,15ml,1,15ml,0,1.114532,16,24.390671,-4.406669,-1.759402
148,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232017.csv,val,15ml,1,15ml,0,1.107545,19,24.160894,-4.415460,-1.789258
149,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232107.csv,train,15ml,0,50ml,1,1.089612,1,23.068138,-2.447355,10.206064
150,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232014.csv,train,15ml,1,15ml,0,1.086948,19,23.667034,-4.215523,-1.827263
151,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232012.csv,train,15ml,1,15ml,0,1.046518,7,23.792509,-4.263746,-1.890587
152,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232022.csv,train,15ml,1,15ml,0,1.034549,3,23.693727,-4.365052,-1.923897
153,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232008.csv,train,15ml,1,15ml,0,1.007675,8,21.684212,-4.280813,-1.803806
154,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232015.csv,train,15ml,1,15ml,0,0.989049,15,23.191887,-4.335776,-1.871830
155,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232018.csv,train,15ml,1,15ml,0,0.982016,11,23.822800,-4.363678,-1.851237
156,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232010.csv,val,15ml,1,15ml,0,0.942907,18,24.209238,-4.268413,-1.944082
157,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234450.csv,train,50ml,2,50ml,0,0.923777,13,23.723179,-3.769785,-5.554523
158,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235800.csv,train,200ml,0,50ml,1,0.909297,15,23.540274,9.371956,1.282581
159,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234505.csv,train,50ml,2,50ml,0,0.904278,11,23.983322,-3.800193,-5.668878
160,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232006.csv,train,15ml,1,15ml,0,0.897156,0,22.590158,-4.186738,-1.773912
161,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230651.csv,train,100ml,0,50ml,1,0.877926,0,22.783434,0.324754,4.883086
162,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232003.csv,train,15ml,1,15ml,0,0.874592,14,23.255583,-4.136070,-1.679205
163,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235751.csv,val,200ml,0,50ml,1,0.853739,17,23.350580,9.055258,1.459984
164,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235347.csv,val,200ml,3,50ml,1,0.846427,5,23.812170,-3.793570,1.698083
165,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232342.csv,train,15ml,2,50ml,1,0.839764,16,23.447737,-4.813620,-8.756862
166,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232005.csv,val,15ml,1,15ml,0,0.831941,5,23.612549,-4.347023,-1.740698
167,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235754.csv,train,200ml,0,50ml,1,0.817848,17,22.751118,9.093535,1.248989
168,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235351.csv,train,200ml,3,50ml,1,0.812497,12,24.033247,-3.850453,1.667261
169,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234515.csv,train,50ml,2,50ml,0,0.808333,23,23.314110,-3.865892,-5.590660
170,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235801.csv,train,200ml,0,50ml,1,0.802775,12,21.267578,9.472419,1.400799
171,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234620.csv,train,50ml,3,50ml,0,0.797940,14,24.418592,-2.571909,3.180608
172,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232440.csv,train,15ml,0,50ml,1,0.795403,16,21.580286,-2.331435,10.178670
173,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230652.csv,train,100ml,0,50ml,1,0.787528,18,23.153109,0.288235,4.760775
174,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235752.csv,train,200ml,0,50ml,1,0.770036,16,23.477379,9.164493,1.407421
175,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235346.csv,train,200ml,3,50ml,1,0.764688,22,23.327045,-3.747965,1.661232
176,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234622.csv,val,50ml,3,50ml,0,0.763214,19,23.425053,-2.579609,3.171962
177,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232344.csv,test,15ml,2,50ml,1,0.762197,0,23.240820,-4.891424,-8.825001
178,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235533.csv,val,200ml,2,50ml,1,0.756203,14,23.836428,-6.480726,-12.047301
179,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232102.csv,test,15ml,0,50ml,1,0.752944,10,22.626175,-2.392301,9.876856
180,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235757.csv,test,200ml,0,50ml,1,0.741478,12,22.757759,9.268606,1.395780
181,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234441.csv,train,50ml,2,50ml,0,0.736144,6,23.689428,-3.789637,-5.521054
182,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235536.csv,train,200ml,2,50ml,1,0.731432,5,23.041670,-6.471630,-11.996833
183,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232346.csv,train,15ml,2,50ml,1,0.726838,22,23.232521,-4.956714,-8.805142
184,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230653.csv,val,100ml,0,50ml,1,0.719048,20,23.512333,0.338243,4.769954
185,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235759.csv,test,200ml,0,50ml,1,0.716956,18,23.280853,9.324800,1.499608
186,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235525.csv,val,200ml,2,50ml,1,0.709755,4,23.466570,-6.331166,-11.940063
187,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232336.csv,train,15ml,2,50ml,1,0.706038,22,24.107044,-4.798515,-8.630857
188,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234502.csv,train,50ml,2,50ml,0,0.705518,18,23.293987,-3.773644,-5.641240
189,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234617.csv,val,50ml,3,50ml,0,0.695830,3,21.427681,-2.434160,3.162060
190,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235755.csv,train,200ml,0,50ml,1,0.692495,19,23.204245,9.285419,1.310772
191,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232343.csv,train,15ml,2,50ml,1,0.690439,22,23.597179,-5.022933,-8.835197
192,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235539.csv,val,200ml,2,50ml,1,0.685421,13,22.575705,-6.433348,-12.123793
193,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235748.csv,train,200ml,0,50ml,1,0.684220,6,21.728968,9.101165,1.422449
194,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230645.csv,train,100ml,0,50ml,1,0.682280,1,19.848436,0.205271,4.706492
195,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235758.csv,test,200ml,0,50ml,1,0.679257,7,21.918060,9.354811,1.395941
196,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235540.csv,train,200ml,2,50ml,1,0.670299,8,23.923557,-6.479243,-12.138266
197,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235352.csv,train,200ml,3,50ml,1,0.670037,10,22.902885,-3.754126,1.531674
198,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235523.csv,train,200ml,2,50ml,1,0.666783,6,22.456295,-6.504372,-11.899709
199,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235538.csv,test,200ml,2,50ml,1,0.666157,17,22.201534,-6.463973,-12.082214
200,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235749.csv,val,200ml,0,50ml,1,0.665544,21,22.627174,9.117934,1.373682
201,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235349.csv,test,200ml,3,50ml,1,0.657209,8,22.593079,-3.687459,1.582121
202,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_235116.csv,train,50ml,0,50ml,0,0.653151,9,23.642096,0.848268,3.217524
203,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230647.csv,val,100ml,0,50ml,1,0.644708,14,23.592049,0.342120,4.749273
204,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235344.csv,train,200ml,3,50ml,1,0.643054,23,22.215706,-3.779841,1.670333
205,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235531.csv,train,200ml,2,50ml,1,0.635622,17,23.142689,-6.464668,-12.074697
206,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235354.csv,train,200ml,3,50ml,1,0.630403,0,24.356024,-3.840566,1.609825
207,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235336.csv,train,200ml,3,50ml,1,0.624423,16,24.319090,-3.797132,1.662557
208,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232341.csv,train,15ml,2,50ml,1,0.621338,8,23.637007,-4.905097,-8.791361
209,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235331.csv,train,200ml,3,50ml,1,0.616520,9,23.389231,-3.679739,1.546203
210,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235753.csv,test,200ml,0,50ml,1,0.614951,14,22.866003,9.268996,1.404590
211,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235526.csv,train,200ml,2,50ml,1,0.612520,16,22.875780,-6.495573,-11.918399
212,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230643.csv,train,100ml,0,50ml,1,0.611303,8,22.215801,0.193288,4.586757
213,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230655.csv,val,100ml,0,50ml,1,0.598412,3,22.664948,0.284459,4.844012
214,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230820.csv,train,100ml,2,50ml,1,0.595129,14,22.933563,-4.066212,-5.786979
215,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235340.csv,train,200ml,3,50ml,1,0.593719,13,23.703619,-3.784839,1.562467
216,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230822.csv,test,100ml,2,50ml,1,0.593349,11,24.417864,-3.919255,-5.939360
217,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234503.csv,train,50ml,2,50ml,0,0.592274,3,23.985620,-3.832597,-5.531515
218,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235532.csv,train,200ml,2,50ml,1,0.591758,9,23.939156,-6.429251,-12.040255
219,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235519.csv,val,200ml,2,50ml,1,0.591617,12,22.492107,-6.390491,-11.906549
220,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235333.csv,train,200ml,3,50ml,1,0.585470,17,23.230967,-3.613362,1.598930
221,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235516.csv,train,200ml,2,50ml,1,0.583654,22,20.788754,-6.246544,-11.652780
222,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230644.csv,val,100ml,0,50ml,1,0.579999,18,22.838715,0.351504,4.643232
223,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230656.csv,val,100ml,0,50ml,1,0.579509,0,23.586313,0.257457,4.787481
224,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235341.csv,train,200ml,3,50ml,1,0.579370,11,23.683868,-3.808577,1.582445
225,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235330.csv,train,200ml,3,50ml,1,0.577431,9,22.407772,-3.750528,1.627103
226,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234453.csv,train,50ml,2,50ml,0,0.577349,18,23.499437,-3.881969,-5.552327
227,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234513.csv,val,50ml,2,50ml,0,0.577281,7,23.723648,-3.865795,-5.598710
228,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235348.csv,train,200ml,3,50ml,1,0.572283,19,22.872303,-3.783985,1.628058
229,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232339.csv,val,15ml,2,50ml,1,0.571178,21,23.079838,-4.910320,-8.715731
230,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235338.csv,train,200ml,3,50ml,1,0.569212,22,23.774136,-3.716128,1.641909
231,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235343.csv,train,200ml,3,50ml,1,0.563998,18,23.372225,-3.782984,1.607975
232,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230648.csv,train,100ml,0,50ml,1,0.553272,7,21.793575,0.303538,4.754994
233,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234501.csv,train,50ml,2,50ml,0,0.548175,11,23.968273,-3.773111,-5.635585
234,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230814.csv,train,100ml,2,50ml,1,0.544047,3,23.452038,-3.891002,-5.953219
235,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234459.csv,val,50ml,2,50ml,0,0.540774,9,22.903811,-3.831759,-5.669300
236,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235514.csv,train,200ml,2,50ml,1,0.539663,1,22.402536,-6.284759,-11.715009
237,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235521.csv,val,200ml,2,50ml,1,0.538835,7,23.182796,-6.332267,-11.817948
238,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234458.csv,train,50ml,2,50ml,0,0.536845,3,23.612083,-3.768457,-5.596345
